JobId,Median of DurationInMin
1984b058-84a3-4ee3-92db-c5e45e5b56ce,21
1986dfaa-637f-49ee-b8d1-bdfd17128310,45
1988adff-e0fe-4052-a5b5-43dd88f782b2,67
19895fae-6fb3-4d3f-90be-25cbf614125a,6
198b6fd6-aeb4-4181-807f-39e28a1fbde0,1
198c290c-447b-4cb1-a999-f27ab80a79af,51
1992eb0e-8b97-4080-b293-e2f9bdd3f8cf,18
19930b6d-2f0f-4302-9047-c1335168e63c,4
1994e46c-5989-4c0f-97dc-35a3bbe22255,66
1995dc81-3c09-452f-80d9-dc83987ad1dc,42
1996c484-3736-4b42-b06f-20244a44210b,4
19980155-4a2c-4e8b-bc7b-87c1f392c12e,1
19982de2-3f34-47c9-960d-eb842bc370f4,576
199984e4-162b-4040-8223-a71806d90f78,1
1999d0aa-67b7-4775-baca-07737638e138,6
199b8eed-d301-4e2f-aa98-0c5fa15f9e46,51
199e4e5f-7250-43ee-b3aa-dd2ad364f0fa,3
19a0752b-0fc0-4376-8d2b-ca0c643adc96,1
19a0d8c5-15cb-431d-8719-e282e88c3de2,1
19a14c9b-130f-4e47-b7e9-d9d783fcee73,6
19a4ec89-1a09-4315-ad0d-8fd27082ac32,6
19a76961-48c2-4dd7-b4d4-2f5c952c930e,1
19a7a80b-6314-465c-96c6-dbc364bad1a7,51
19a85ff0-4bc9-41db-8024-8f832c99cacd,44
19a8bb56-8671-4401-9d60-e5bad1f6bdf0,67
19ab251f-ba06-4d8f-acb5-b0539cb45827,43
19abee44-245a-4fc5-939e-e8b4fb86291e,2
19ad9011-26f5-42c9-ac69-aae965730a33,45
19ae2036-62eb-4404-97b8-b1c1e5d35434,226
19af6b61-22cb-4794-86e0-8e099e176766,51
19afab30-86e6-4841-a197-004a742f9ad7,1
19afd4d3-d023-461a-aa1d-80ca1f3e1919,1
19b0fa4a-18ba-4eb7-92a0-3764f9267050,42
19b23748-9767-46d2-87e7-e477c2a5f27d,1
19b4c96f-6afb-4788-85ac-80137d11fac2,106
19b4d0c6-7e73-4d0c-ab26-66c62c1e07b7,6
19b56b8c-c072-43d3-98c6-1d218b45cf0c,47
19b7639a-e765-46c2-aa47-521b308b7a56,65
19b88590-3cea-457f-b895-4c8db20b5e75,63
19b8f29f-d501-4f82-b110-0c24bf6f0cd5,6
19b92b36-5739-43f2-bef2-c3572adf0b81,4
19b9eb98-0b3c-459a-b959-eecb89ac7a22,1
19bbabe0-8e16-4812-8fac-afd3abbd21d5,27
19be176b-394e-4668-ab80-c5d01c136490,179
19be67bd-2847-4a0d-9303-02117db4fc60,18
19c011e9-07b8-4919-ae8e-071c7458dbb8,1
19c2dd8d-36df-4950-bd35-29229e0bd8d6,1
19c57588-4dda-4cf9-ab2d-b1a548f66433,3
19c7f57d-21d2-4260-8464-eee6fc122ad1,16
19cd9f9e-5725-4edb-b634-8a8db39823b0,3
19d18d61-d49b-4f27-956e-18e918d82ca5,44
19d37ae1-8bc5-4b41-9390-cd4e80631d71,5
19d4387a-b9cc-4bb3-87c3-054078addbea,51
19d64e15-62dc-48db-b9e9-deebe0d4ce07,8
19d674fd-bfdc-4b25-8138-c877c60aaef2,1
19d71ff6-b1da-4d76-8ed6-78423219428f,3
19d75d1b-aca9-44e0-abe2-bc38d6926108,51
19d836c0-f14a-4691-8054-dbb49a58561c,1
19d8587d-2038-40a8-9b77-d0fc8c5261d7,307
19dda718-ad47-4744-93cb-db33e8f3f8d3,1
19e08ca9-f4e6-4b1d-a564-f61fc28dcb33,1
19e11e40-fd94-4b3d-8b8e-3b6b8a1c420f,51
19e19e7d-5518-4033-aef2-b21aac4c7528,1
19e2ae5b-c082-449d-9542-23f0b5f0f8ac,1
19e4c18c-dd44-4148-91dc-fdbf942d145a,1
19e6f485-1789-48ad-8698-27463d94d61a,1
19e89484-0cc0-411e-b00a-8ff1e53d0b57,108
19eafef6-6aec-4bb6-b0fb-8f19aaf61438,3
19ecc2ab-781b-419a-a73b-e91836aaec9f,18
19ee74fa-33fa-466a-9a71-21bded2b3286,1
19ef8def-15bd-407e-a5be-2aad336d0e9a,1
19f17167-cfb5-4f11-a3ea-38a18c9fb86c,51
19f1ced4-505f-459e-a0af-ab378f76c00a,12
19f2d9d2-c5f4-438a-a33e-88a1ecebf7ee,69
19f31a6e-501f-452f-95fe-b71ef88bd154,51
19f5b35a-e648-4335-a9e0-5a07dffbec40,51
19f85c94-1a3a-4ef7-8bc2-d3af4ff6d850,51
19fb6b7a-7730-47e2-9518-60f62a5ea1e6,1
19fbd6c5-22c0-4fef-83bb-1581d9c468d2,68
1a006561-c6f8-4eab-8bf0-7cbaf16076cd,1
1a0c13dc-2deb-4456-ad8f-26b373333e86,68
1a0e1dea-3434-409b-a8e8-fe6ac8af2448,18
1a114792-55ca-4e6c-94e2-bd7e881eff73,94
1a14807a-0d6f-485c-a894-1ac5045aaf13,1
1a17c78b-3ca4-4ae2-8e18-07e5d0c8c424,16
1a199d95-ecd3-45a2-a33a-2803241a2383,43
1a1d0d6b-1acc-4d84-945f-85a58e2ebf7e,51
1a1d7741-1ba6-4035-ace3-8174cdee7c37,51
1a1e0fa4-532d-4072-b7d7-bc4eae2cda2a,1
1a2019ea-9f26-4873-84f0-32a299972f97,51
1a215464-c5d1-414c-96bc-31b43924f02e,1
1a215d7e-5172-472e-b0f1-0361604380af,4
1a220e9d-6fd7-4aff-9787-e2814cdae85b,51
1a24e7f7-553e-48d5-a984-1b72a439721b,51
1a267ca7-ce17-4c33-af4e-84dc5610ca63,1
1a291a4d-91b0-4885-90e0-d32d628c89c2,231
1a298773-c884-4e9b-b719-98ce4db7d655,67
1a2a2fcc-d8b2-48aa-b00e-496b0dd7994f,1
1a2b77a8-8b11-4e65-ba64-8468e8dccd01,51
1a2cafe0-1ed1-4fa2-b46e-314212194a1e,3
1a2d07d6-9ed4-4846-a3c9-1f6dd890e1bb,18
1a2d5f4a-1abe-43e8-8a15-3db01c97d9b4,1
1a2dba10-db3f-4940-896b-0f498eba8369,51
1a2eab9a-d59b-477f-b095-687c072d7caa,51
1a33faf5-9e4f-4798-a144-184ec25a36d0,47
1a3517ae-0ac6-4b0d-8159-ce6abdb075ff,240
1a3a288f-ef9d-4105-9c03-9fc280bb7a0e,1
1a3bbabe-5687-43e4-a05c-5fb6b6608418,45
1a3c8fc7-855e-4185-84f0-37b205fefde4,519
1a3ce89f-daea-4305-976c-0cbeb5a80016,3
1a3d120f-66b0-43ac-953c-9a0d1b4b8316,51
1a404cfa-3754-4925-bd07-791ddd13db99,75
1a410aef-ec9b-4937-8b67-7693c6693b4b,43
1a414cb0-e6f3-47ab-b007-a6d22c30ccb1,4
1a41d9cb-e3fc-46e0-b046-0ee746c6bc2c,51
1a44c81b-0841-499f-be1a-ffb6db968deb,6
1a4541a7-55f9-48af-ae66-c8cf1bdd8ef5,3
1a4b50a6-72f8-4b4d-af87-330ccd8947f5,3
1a4c2964-322e-4527-b6c0-4349f6041c7c,51
1a4f97e6-51a4-40a9-8b64-c3b3011b49d6,2
1a50178b-e895-4fb8-80e2-13cba4de9b7b,3
1a50f99d-7586-44c2-bd14-03fda1be6271,1
1a51048c-0849-4bc6-a475-f82cfbca0065,46
1a517b04-eb6b-45dd-a00e-bd55e1b3e922,51
1a526e19-6d04-4f27-803c-10391fbd19d2,61
1a53257e-050a-4693-af3c-d0f38eea2703,51
1a53d038-49d5-4dc9-a319-4ba2adb816e7,1
1a53e6fb-7231-493e-94d4-020c640404f7,51
1a54b1b0-b7e5-4904-80cb-803ac6e9195c,46
1a567c08-5feb-4a0b-816a-f559bce8d5ec,51
1a57f7ea-d17c-49ec-bdb7-13ae785be9b1,1
1a5d1495-55d6-4d58-85aa-ff0ba4fafff1,1
1a5df36d-3810-4afa-b65a-e8c63349a12b,1
1a61d187-2964-4c8e-8d8e-97f26153d6b5,51
1a671813-22b5-45b4-aa69-2e2790b3555f,51
1a6a99d7-7b78-4923-b050-2012e41fec0f,3
1a6e2cdf-cb50-4318-bfb3-2ad5d6adb163,45
1a6e4c5f-932a-481c-9a84-2e1572dac3cb,2
1a6f122a-2c6e-4804-bbb3-f4ec3cdea580,1
1a6fbd12-2320-4943-851b-8cfaf3ab2280,51
1a7099a7-50ad-4ec7-a4da-efc4fc5a8f2e,51
1a71ba64-ba42-4855-bda5-d31a2e8baaab,6
1a725142-f48f-4bcb-997e-151631a78104,16
1a72d595-eb42-41f2-b7d7-0288294a6d81,4
1a737b21-73f4-47ea-923f-2f22662aa608,5
1a787228-49aa-4a48-9fbe-e0448b5df0bf,51
1a790593-27c8-466f-b607-78bb9f250e0d,1
1a7be1e6-1618-4fbd-b329-afec732896c3,8
1a7bf659-160d-4bd6-b24a-d38237476f47,3
1a811a61-8c0e-432f-af91-e836ad84a867,1
1a818ec1-d056-4a5e-b388-7a26e6b11679,1
1a83e4fc-a841-4b20-bed8-cf5528d31832,1
1a84144f-7916-446b-a62c-8b04efcd0599,1
1a8445e8-4932-4f4b-92ce-ef629d55b9c6,1
1a84600e-b8af-41b9-93ec-4504132e13f1,4
1a8485e8-d40f-49bb-bbce-0b77e0ae0cbc,51
1a888a2e-773f-4674-b9f9-b843437fe8d1,239
1a91661b-7cf2-4b20-98e0-b9849cf8efea,1
1a9395ae-b2d2-4adc-936e-c82af93479e0,3
1a9420ee-3a55-4ee3-979c-45f2b4a43a63,97
1a95e3c6-ecda-455c-a3e3-2f1143f7054f,51
1a96481d-7090-4c63-b2ae-b8525d2fbff3,51
1a9675d9-8f70-46e9-8b32-af8446fb9a41,6
1a97218b-cf6d-4490-ad4d-fe1fb3a12a11,42
1a9937da-2336-423a-b6ab-7535f0af49a3,19
1a9a25c4-ff21-443e-b374-3523842341cd,16
1a9dc5f9-baf0-4e86-8a2e-8d1ebb219dbb,3
1a9e0a21-cfa2-4c06-b29c-71b52e6b83da,4
1aa02d4f-5856-458f-a4ed-eefbf4c9e981,60
1aa12400-7cd7-4dd2-8925-6e6a110666aa,1
1aa48b61-a4d5-41ce-bc28-da7c8f2261fe,51
1aa4e635-40a3-4541-8413-5ddf26271619,6
1aa827f9-3223-4388-93a2-e8cd6c987a77,1
1aaa5b3c-9e4b-425a-8fdd-3935f5f1182f,1
1aade9a2-6bd5-4c67-827a-b0507d218bc6,1
1aaf0268-0e99-409e-998a-44da60a98d7d,3
1aaf5285-5680-4070-996e-78acc1141bae,51
1ab0e78a-1dec-4c4f-b3c0-4532b842bcb8,4
1ab7dbf1-4a39-417a-8d01-34e1f8fb6b0d,33
1ab978e8-e694-4914-b247-4e1d925ecc41,4
1abd31a6-4caa-4c8e-b04b-332b0575926c,27
1abe7ac2-8ed5-4603-a0d6-71be5ef3b767,51
1ac12ffa-d7b8-4e9e-9cd4-48619e5178b9,13
1ac1ba02-a0a3-4cbe-a847-3a6d31a1d8ff,4
1ac1ffc5-5986-42d0-aefc-db2b72d54ff8,51
1ac38127-37d5-4408-ada6-502529f0b747,1
1ac48c26-c6bc-495c-999a-7b42651c4ef1,51
1ac6bace-7a21-4266-8479-cb6247762535,3
1ac76744-b29f-456f-8e79-07d7bb6cfc06,2
1ac8e444-c8bf-46fb-b092-e75cb7a9d93d,42
1ac9dd21-2dc9-49d2-8536-d3b8b05f987b,51
1aca5108-3157-4bfd-8e5a-5a798909fc67,51
1ad04fc4-2cfd-4f1c-a676-a9e3c57399ed,18
1ad3fb0c-4693-4988-97c0-f9edc5445af1,1
1ad5aa41-eecd-4ee0-b895-8ee57e29d0de,1
1ad5ed0b-2b9b-4174-a473-5b2bfc1516cb,6
1ad6013d-e187-43d7-9d14-45900fea716d,67
1ad6fb23-8973-4932-b00f-9c543f247fcc,68
1ad79aac-affe-4e76-9635-b4111f28f333,1
1ada0846-40e0-4f47-9323-f70e4bf6cf52,1
1ada4127-e204-44a2-8afd-1b6ec18f0a9d,2
1adb1bc7-bb43-4431-9c5c-7ebab6726f27,1
1adc21a6-147d-4811-af01-eea80e1161dc,1
1add25c0-5c65-420a-8ba1-52513dc1dc45,31
1ade3f1a-4ed8-4636-821d-d15612374148,37
1ade668d-d08e-49cb-b738-a45d5f813dc5,67
1ae00ccc-6d76-4a23-b725-69a8765f3280,1
1ae0d254-2fed-49a1-b755-abbb4326826a,8
1ae21efa-cb7a-4558-9c5c-acfc4919443b,1
1ae51a6e-5629-4f31-b3a1-87eea12f7594,13
1aeb564e-822a-475a-a46a-91f7f84a6053,16
1aeb6709-53ec-42e0-89e5-42ef3fb76c04,1
1af5b87d-271c-40c0-b047-cb6e49b4544d,5
1af69a1e-f819-49bb-9e7f-9bea64c1831f,51
1af6db65-4b02-4d89-8f2a-4f1b98364e23,50
1af7558a-891d-4e71-b02e-ed9e19121b38,1
1af970b2-b57a-4733-be20-e23a14c33db0,1
1af9803c-cecb-412e-80eb-908af47e2467,1
1b0394b8-53bc-4759-b16e-ef178fecc46b,5
1b045d6f-3071-480c-a0a8-1a48c45bc280,14
1b07463c-9aff-4acb-9b86-de3e9d52ab85,51
1b08eb5b-3c1c-4fed-a653-722a13013ea0,1
1b0f6fa7-3dbf-4dee-9118-c93abcee761c,41
1b11f9e3-6782-451a-a5e6-10b151655045,51
1b18f034-8941-4bfa-a0b9-ca10c2d181b3,1
1b1a057f-e9d7-45d9-ae17-e7c2c5a29330,1
1b1a975f-6d9d-479a-90ca-0160896b3cf7,3
1b1b3308-b35a-4d49-b91f-35f369a971dd,42
1b1fa93c-35e7-40a8-9cce-afbd4613992f,1
1b235607-ea47-4861-b072-e2fab3e338e8,1
1b24f5a8-5eb9-469d-af4a-866b26ee9251,1
1b255b3b-c8bf-4b8b-8ade-e86ddb0392ef,3
1b29d00a-7c26-40f0-a933-ae95f7235c2c,1
1b2a2462-e0b5-4a54-98e6-effa3958e332,18
1b2af2d6-0f47-4fa5-b5b3-e3f159125060,108
1b2c9e64-c956-4737-9588-e8ebac7d0b8c,31
1b2cb026-d980-4b5c-a2d4-fd48a4ec58cb,3
1b2dd524-3b19-45c0-ae85-6a5cea43a444,3
1b33dbd6-f38c-4786-b1ab-f4e7e62185f5,5
1b34f995-a7b7-4856-91dc-ac90d01b7c13,6
1b3ae030-810d-45cb-9d44-9a0c4083f6d4,1
1b3d9c2a-be0a-4cdc-8c66-f8d496901929,4
1b3e1859-c262-4868-be11-519c7d1c1d11,1
1b4263a8-4a96-4838-8588-3c1e8d6e81ac,1
1b42ec15-f129-4637-b83b-626f0b23e47f,2
1b447617-941f-4065-988f-8073ee2b6bae,1
1b46b720-76c2-4ec6-b4b9-90e983789511,1
1b476419-fba1-4209-9a19-a92e41ee6152,51
1b4764c0-c50a-48f6-ab53-56c5ef4ca305,1
1b4f03ca-98d9-4c80-9f70-ef8849fc90a2,1
1b51d2c0-7fb4-4b9b-aaf1-a7dc9c7f3a5d,1
1b53e164-6155-4cfd-bd1d-69a1200765a3,1
1b569577-b79e-4c4a-961c-38e13986c48c,1
1b57bb22-999f-438f-80a5-09372eb9a343,5
1b5b2a30-cd7a-4db4-ace7-70ac0527d719,4
1b5e1849-6d29-460b-8606-2684ca664e01,1
1b614f04-8992-4b1c-9eee-b7280bffcbec,1
1b6185f5-b4cd-44c9-8d92-8cab5f801585,1
1b61a080-0ad4-45aa-a1e6-759913ce12dd,1
1b61aa7a-c74e-4873-af28-eecb553e84ee,4
1b64079b-b369-44b6-931e-b96e1d7d73f5,1
1b6602ab-f22e-40f2-8796-1854cf9b377b,51
1b6711b0-3d49-421b-9091-99cd435e91b9,51
1b672659-6796-40b8-a2ef-9c98aa423663,18
1b685671-babb-4f9d-a4bb-ebda2643194b,1
1b68ad5e-9bba-4be1-bcb1-47daf03af284,1
1b6d8901-1d0e-4191-8a8b-145ee3fcfbb1,3
1b728352-7f34-4575-ba40-f5b1dc206bdd,51
1b729057-2ed4-436c-955d-105803c5e34a,51
1b732492-43a2-45f0-984a-24c4f36f5932,3
1b766e4f-3ae1-4928-8a35-6c260b026010,51
1b80c488-0cc8-4305-95d8-f0f26976024b,69
1b86c4bf-cef4-47a8-8dad-71433e1e39fe,66
1b8a0f53-8833-4b1f-8df8-714c1955e242,4
1b8ffcc7-62b2-48fe-ae4e-2458f836e578,51
1b925742-4604-4d71-b0bf-ab6275486646,224
1b93a71d-388f-4504-8ad7-ccfc1b72d021,4
1b9439f0-c9fd-4b86-9805-24e471328bba,235
1b948262-e4d3-43e1-b67d-2f63aa6bba2a,107
1b95ef86-aba4-4c24-b1a3-fcbbf6f46ebc,68
1b97eb9a-b1b8-4920-b379-cee8432fe1d9,1
1b9989f5-ce43-497a-b7aa-ad76f0429f92,8
1b9b82aa-662b-4083-bf3b-3c686c04bfa8,3
1b9bd324-ab65-4832-91c8-b00d3104d337,1
1b9c8a53-2414-4e0b-be31-7a3ac1dac77a,1
1b9cb61c-a9f4-4cae-968e-ee44f5956420,1
1b9d817b-9732-459e-84ee-d3d6d5af8bdc,1
1b9dd57d-8b4f-4c19-ad64-9fed685513f8,51
1b9f22c9-6c1c-4ba4-ba2f-69afb5513ac7,1
1ba03663-db8a-479f-b522-46f976e861a4,51
1ba053a2-2920-4045-b2a7-7846a12193e0,1
1ba11e0d-b3a5-49c1-89f5-86ceb732396f,6
1ba14902-71ab-49dc-be2c-e2c90c6bd559,17
1ba32774-5892-4a84-80d4-9fe06be8f60a,5
1bab62ad-00ab-4273-b2ef-8bde64c7fc1e,63
1bab876d-ba11-4040-a491-39b8153b26e5,51
1babf56a-12c2-4577-8d89-26cc1bd827f2,51
1bafaa92-a5eb-4dfd-b10d-e1c7fe2f4a32,1
1bb04ccf-18b2-4556-b58c-fe01d4296bb1,3
1bb2306b-8134-4d40-b1a1-fdbc73320b05,67
1bb690b7-b656-4515-9d6a-6041a2446b3d,44
1bb9b0f9-ab3f-43e5-8abd-5af6db222528,51
1bc06605-e5af-4758-9fa3-ed56085019d7,3
1bc1d13e-0ca8-4ab8-9a13-7def8b315acd,55
1bc7c317-f0e0-44ac-8b03-7b7bca215970,4
1bcba720-e753-4c0f-ae94-38786ecb410a,1
1bcd4b1f-cce1-46b5-9855-fe6b9120696b,51
1bcd4de9-19a5-4563-b2f7-06a6803311ad,49
1bce9877-951e-4fb2-9641-11bb04c78ef6,51
1bcedee7-5747-422e-bc51-8cb7db9a5d6b,5
1bd017eb-7c42-4c28-bbff-889b8418d451,1
1bd29dd9-77d8-4145-ac47-738780cdbc4e,5
1bd3d30d-18b0-49b1-b939-d316af9bb98b,5
1bd3f809-9a76-487a-ab4f-eeb98ce2fb5d,45
1bd5aaad-e479-4697-94e9-2738efd4a6b9,1
1bd82631-4860-430a-8392-86004ada5a13,3
1bdc8332-f09f-43cd-96a3-f9f958f9430b,398
1bde5a82-d723-4995-a281-19ee8597e50f,1
1bdee238-dbbc-4c97-a91a-a22374b84207,51
1be40884-5aa3-4a6f-ada3-8868368faafd,1
1be4185b-6aab-4be6-b009-d9a69423b7dc,51
1be50bed-96a7-43bc-84b9-7bf72132b5ab,1
1be77a04-4e08-4711-aab9-ee4ae3eb765e,18
1beae8f7-f7ef-4848-bdf5-000cb16d0daf,95
1bebc6d5-b025-4f16-bbeb-9d82a60db036,7
1bebc7ad-750e-43df-88a9-0f340a8e6f42,1
1bebd048-aead-4753-8f64-a559e52d9bd6,17
1bed2f4e-b199-446a-8e60-cc8b9948901d,3
1bf1cf1d-55f1-439f-88dc-f559e637c6dd,5
1bf280d1-26eb-4138-800b-8ea1cc65d35e,56
1bf29bc1-f46c-4fa8-8fc7-ce905d36aa40,1
1bf4f0db-c602-4573-b317-2c915bc39804,320
1bf4f2bf-a327-45e6-8566-c9512fa45705,44
1bf65d2d-f04a-489a-a6eb-0c9a382ffea5,51
1bf79474-6c31-40a1-85db-3ed349a1cb67,6
1bff4eda-19f7-48c9-b7dc-55a837937950,103
1bff69a1-f7cd-4bda-92f8-f36b314a1213,1
1bff72fb-789e-4f9a-988f-53f82a786b16,108
1c0022a2-e6f3-4974-8ed5-f701e01b1173,99
1c003848-57b4-42ee-b088-02bc98e6399c,1
1c0155f4-bc79-474d-bcbf-45481b7a9468,1
1c01df74-3443-4303-a77f-fdb42a0cd2a7,51
1c02ff36-9ab5-48aa-a755-167ccb062eaa,1
1c03233c-72d2-41a4-ba37-0571c92a4139,51
1c0873ff-7604-4d85-90fa-00a90446c4eb,51
1c0aafdc-6d38-4035-98ca-9aabad02cd9f,62
1c0ec469-0a7d-496f-a9eb-7c353583f37e,1
1c13fd4e-1f49-4716-acba-1ef6a0a0b0bd,2
1c1600e9-6385-4f4f-8243-6c11b22b81d1,16
1c19be82-375a-4a49-be7c-4d91a0b2fea4,4
1c1a959f-fe39-499c-9249-64e6c9f552d2,4
1c1b88da-59f6-4e63-9d7d-bee57b7f57e1,3
1c1c4c7c-71d3-4703-9ce0-5df9a6a10253,51
1c1dc9ed-eac8-4716-b80d-06bcc95b1382,3
1c221496-91d4-410b-ae5b-f886dad68f49,51
1c23b312-e83a-46b3-8344-de93907149ac,51
1c28ac5c-f101-4e53-94fc-c0f6b06d333a,1
1c29367f-1c1d-4d62-ac62-e2feaf030ae6,3
1c2aacc0-c061-4fe8-9349-62393a358923,1
1c2b14e2-1278-49a3-b23c-ac5090dde09d,4
1c2e39bb-ee7c-45d1-adef-621bd77a853f,2
1c2fe045-cef1-4fdb-a5ad-30ba50a98dc3,9
1c310a39-da9c-40b4-bc9a-fce46ee5f166,51
1c351faa-4dee-490c-aabc-d638edc4f0f6,1
1c35a343-f643-4a54-be55-69308847a654,1
1c36f988-f0e5-459e-9e47-ba13bf86b0f5,51
1c37b22d-9d36-4a02-b867-65e7258012bb,51
1c38126f-1955-472d-a2ce-7f1ac8ade0af,21
1c3f5a80-3e28-4d71-84b2-5afdfdd94e99,3
1c401837-bb12-4ba0-92af-64268acaafe1,1
1c4207bf-1007-48cb-aa4e-0bce730d46f2,1
1c43956d-9bcd-49e7-88c1-8f50a8940c94,3
1c451864-e411-4fd7-8316-ecd6928025f6,237
1c47a985-8e21-4206-9a0c-2ebd52ff7015,1
1c48ebad-6af1-42a8-bfde-1aba7ab57f90,51
1c4a38c0-eb05-46a6-9b85-c66460ab7f54,1
1c4c4b98-af57-44bf-bc5f-13d63ce3d09d,1
1c4dd30f-4d0c-485c-a6fe-52e8a048a427,51
1c4e6a90-7e52-4161-bff5-1f1b2c5e5f64,51
1c524f98-a896-4950-ad13-8064ea8e4bf2,47
1c539f1e-c5ed-4352-be33-a8ca7f26ad16,46
1c566f27-4861-4515-8b6a-0bca511a1bcb,63
1c57d9ee-a1f7-4500-9ecd-b837ec973750,51
1c58c26f-628a-447d-8874-10f96f07c4d1,1
1c58f670-51cc-4c8a-8658-05ca3abdbbf4,11
1c5a4b0c-5d19-47f8-8c17-ab6705750b1a,1
1c5b9bc9-487b-4970-8e7d-6f6db30b727e,3
1c5ec5e6-8ab3-47ff-81e9-dfb2f9c9d447,51
1c60f0a2-47ca-4a2d-816e-6a46ce5a1fdc,35
1c62475f-74b5-4606-a126-caedf742cb4b,45
1c63ec87-2129-44dd-a1a5-30ea283841da,1
1c654ccf-aea5-4aca-891c-3e9ae5c90b0f,11
1c6b13c9-479c-4a1b-a554-a4a3a20a81e2,1
1c6c3fe2-f782-460d-8ae5-24dabb0aeb0f,6
1c6cc4df-7ce6-4be6-b553-ea570dab8b31,1
1c6ec69e-7a5c-4530-a0ca-d5d6f421f613,1
1c6fb0b8-8d9a-45cc-9721-5d5e1dabbad5,1
1c702770-5960-4c94-9378-aba7507844d4,4
1c7550cb-2b35-4abd-8f5c-e5148601bf30,4
1c763e59-d9d2-45d9-95cd-07a68e759959,51
1c775916-1cc3-4030-87af-514d7fb802a7,1
1c7c3550-2fb5-4afa-aae1-181176c6e340,51
1c7e993b-8068-43aa-a41c-aeb32738e10a,43
1c81c814-d4f0-4a83-b458-715b3cba240d,51
1c84a0e4-6b2d-4982-9471-cdfa46126f42,6
1c867d6a-d187-492c-8afa-60538c0dbc21,1
1c89011e-abf4-498b-91be-a98b8f1946c1,51
1c89843f-a05e-481b-82f2-d5c93d27624e,5
1c8b290c-c0c5-44da-961d-a8fbe829b713,69
1c8bd679-c516-43f1-ae12-ccbb54a4643c,1
1c8be4c1-9922-4750-924b-3b8243d28739,1
1c8d0ca1-1cc9-442d-9231-3b795fd92d44,17
1c8f98f6-e344-4938-9c12-b81945e33127,1
1c907793-4aae-4d51-921c-85ee11ae3873,1
1c92cbe1-b077-4e96-8660-a4ba5834bbf3,55
1c93d99b-a07d-4677-a007-5a4f685e3873,51
1c959486-aa84-4e1a-83fd-27dfadfa1136,54
1c959595-abb6-4e75-aeea-f6e28c756075,33
1c960be5-e6eb-4bba-a5c8-59afd92c4caf,5
1c96f1f0-b42b-4bf0-9103-ded06b8beb0d,74
1c9907eb-8b58-49a2-beaf-2c46147c64f2,6
1c9929dc-bf48-4a24-87eb-dec2d0bacf10,173
1c998f53-9472-4661-af24-16dd693c7feb,1
1c9d1388-535b-4e2f-b18b-62b4d3fc7f9c,1
1c9d756e-0c8e-4a39-b326-3ae26f30cc70,1
1c9fa534-8480-4151-a8e3-3b359d9fb0bf,51
1ca016e3-0021-49e2-925b-bc85f9f76e73,2
1ca1eac5-c20f-49c4-b690-c69986a25101,51
1ca2c3f5-46cf-43cb-b4b9-ca85ed8096a8,8
1ca39a6b-1ca2-4759-a6ac-ce5076cda58e,3
1ca3f0cd-7058-424f-9372-0e8f014d662c,17
1ca477f4-968a-46ed-8346-231bb7ab99c6,1
1ca5080c-7305-4bcd-85a5-05b5aa961a6b,51
1ca59cc1-dc95-45cd-8d55-02c35e54c7de,1
1ca5efd7-fa84-4c6b-b391-d1deb555bee7,5
1ca82db2-748d-4290-9927-47957203813e,3
1ca9741e-a108-47af-8bcc-f9215e189d63,2
1cae5747-b472-4df2-916b-a24fdbabe383,51
1cafca85-7e2c-4d20-974a-5496447c3c63,51
1cb027c9-c00c-4099-8e3d-2d7f02c09799,1
1cb11d73-6ba8-438c-9f67-e4c87dbc337f,17
1cb18893-d3ad-497d-affc-7049c3394fec,51
1cb6de24-59bd-43a1-bd31-3f0fd33377c7,2
1cb8f4f5-701c-4e2e-8fd6-f1bf8a062c86,64
1cb9582f-ec48-4de2-9a49-d6022e044770,51
1cbd3d0e-3b24-4178-b01d-564674038e52,1
1cbe71cf-39a0-49ca-b171-cbf1c16a938a,4
1cc39db9-705d-437d-9586-686d66e8507d,4
1cc570bc-de66-4efb-8708-783228109c77,3
1cc77a3d-4229-4a92-83ae-49c34fea57f8,51
1cc7e116-f5c2-4e2b-9b57-3ad177338e63,1
1cc819c2-aa25-481a-88e6-de3e31f8af40,1
1ccc6291-96c7-41f4-829b-45f924f1a98a,1
1ccd48d0-2fa7-412f-b0c4-f8887d97af20,6
1ccda5db-ce80-469d-8f3c-be6ad181fb37,56
1ccf538f-8ab7-4b43-b211-495ad20e9b59,1
1cd224e4-f3af-400f-8364-367be3976c30,1
1cd3dc74-c81d-4b17-b9f4-91b71a81da4a,1
1cd6a624-8daa-4283-aba4-2fb8a4118988,43
1cd6af44-7c58-47d5-a402-d3372c74bf9d,1
1cd8714a-ec29-4e8b-aaa3-e81ce0b169e4,1
1cda292c-f43a-482a-bdf4-57293be66c83,1
1cda5cbc-5f37-413a-9602-460fb4a51183,1
1cdd5069-6b5c-481c-822b-10835421ab70,1
1cde1ddb-974f-40e8-b77f-bdd5868b16fb,20
1cdf4a35-8d10-4440-9881-3c72b4273d24,97
1ce1f756-05ff-461d-88d7-fbac462ecdbc,51
1ce2fcd6-487d-4cb9-b9d0-1350e8cbccab,1
1ce465a7-05c0-4c6e-afe3-3b4ce153ca62,47
1ce79420-6727-4c03-90c9-cc2a636e5c6c,51
1ceb2bc0-6a1a-42f5-b050-0a02f5caa6fe,4
1cee0df7-797f-4e94-acec-e81df1a84f05,1
